Roll_S1,Pitch_S1,Yaw_S1,Roll_S2,Pitch_S2,Yaw_S2,Roll_S3,Pitch_S3,Yaw_S3,Miscare,Time
-32.28,-53.66,7.57,21,11,1,15,53.23,0.2,Vizionare_VideoLaptop_Abnormal,668.56
-32.31,-53.86,7.33,4,6,0.6,14.96,53.23,0.1,Vizionare_VideoLaptop_Abnormal,668.58
-32.33,-53.46,6.53,41,7,-1.6,14.92,53.2,0.2,Vizionare_VideoLaptop_Abnormal,668.6
-32.45,-53.21,7.98,57,3,-0.6,15.05,52.92,0.1,Vizionare_VideoLaptop_Abnormal,668.62
-32.43,-53.34,7.47,57,-6,0.6,15.03,52.82,0.2,Vizionare_VideoLaptop_Abnormal,668.64
-32.39,-52.98,7.73,8,6,0,15.03,52.54,0.1,Vizionare_VideoLaptop_Abnormal,668.66
-32.13,-53.44,7.8,13,-3,1.2,14.75,52.47,0.1,Vizionare_VideoLaptop_Abnormal,668.68
-32.11,-53.61,6.81,18,2,-0.6,14.76,52.4,0.2,Vizionare_VideoLaptop_Abnormal,668.7
-32.37,-53.01,7.35,67,12,1,14.87,52.86,0.2,Vizionare_VideoLaptop_Abnormal,668.72
-32.84,-52.97,8,2,5,0.8,15.1,52.77,0.2,Vizionare_VideoLaptop_Abnormal,668.74
-32.93,-52.74,7.48,3,2,0,15.05,52.78,0.2,Vizionare_VideoLaptop_Abnormal,668.76
-32.12,-53.6,7.24,4,15,1.8,14.41,52.66,0.1,Vizionare_VideoLaptop_Abnormal,668.78
-32.13,-52.88,7.28,24,3,0.6,14.53,52.29,0.1,Vizionare_VideoLaptop_Abnormal,668.8
-33.18,-52.24,8.19,14,-1,1.6,14.77,52.26,0.2,Vizionare_VideoLaptop_Abnormal,668.82
-33.77,-52.76,7.91,57,4,-0.6,14.97,52.16,0.2,Vizionare_VideoLaptop_Abnormal,668.84
-32.82,-53.37,7.61,37,-5,-0.6,14.96,52.4,0.2,Vizionare_VideoLaptop_Abnormal,668.86
-32.03,-53.33,7.25,59,-1,1.2,14.8,52.5,0.1,Vizionare_VideoLaptop_Abnormal,668.88
-32.53,-52.7,6.71,47,-2,0.2,14.81,52.18,0.1,Vizionare_VideoLaptop_Abnormal,668.9
-32.69,-52.87,7.86,25,2,-1.4,14.74,52.22,0.2,Vizionare_VideoLaptop_Abnormal,668.92
-32.63,-53.1,7.86,31,-3,0.2,14.65,52.26,0.2,Vizionare_VideoLaptop_Abnormal,668.94
-32.44,-53.04,7.35,62,-8,-0.8,14.57,52.58,0.1,Vizionare_VideoLaptop_Abnormal,668.96
-32.49,-52.83,7.7,50,2,-1.8,14.63,52.58,0.1,Vizionare_VideoLaptop_Abnormal,668.98
-32.56,-52.8,7.65,42,12,-0.2,14.67,52.48,0.2,Vizionare_VideoLaptop_Abnormal,669
-32.61,-52.86,7.24,31,-4,-2,14.77,52.31,0.1,Vizionare_VideoLaptop_Abnormal,669.02
-32.64,-52.96,7.33,34,2,1,14.76,52.25,0.1,Vizionare_VideoLaptop_Abnormal,669.04
-32.64,-53.4,7.62,28,11,1,14.77,52.21,0.2,Vizionare_VideoLaptop_Abnormal,669.06
-32.61,-52.91,8.95,55,-5,0,14.86,52.24,0.2,Vizionare_VideoLaptop_Abnormal,669.08
-32.59,-52.74,7.9,45,-10,0.6,14.84,52.37,0.1,Vizionare_VideoLaptop_Abnormal,669.1
-32.68,-52.87,7.89,48,-3,-0.2,14.82,52.23,0.1,Vizionare_VideoLaptop_Abnormal,669.12
-32.69,-52.81,7.96,31,10,-1.2,14.9,52.39,0.2,Vizionare_VideoLaptop_Abnormal,669.14
-32.68,-52.97,7.39,46,12,2,14.89,52.52,0.2,Vizionare_VideoLaptop_Abnormal,669.16
-32.69,-52.94,8.13,20,8,-0.8,14.85,52.66,0.1,Vizionare_VideoLaptop_Abnormal,669.18
-32.67,-52.88,7.48,44,2,-1,14.84,52.71,0.1,Vizionare_VideoLaptop_Abnormal,669.2
-32.66,-53.18,7.31,15,6,-1.4,14.88,52.69,0.2,Vizionare_VideoLaptop_Abnormal,669.22
-32.69,-52.86,7.01,65,-2,-0.4,15.05,52.41,0.2,Vizionare_VideoLaptop_Abnormal,669.24
-32.71,-52.54,7.99,1,0,1,15.17,52.19,0.2,Vizionare_VideoLaptop_Abnormal,669.26
-32.76,-52.81,7.38,51,1,0.2,15.05,52.12,0.1,Vizionare_VideoLaptop_Abnormal,669.28
-32.77,-52.59,7.37,9,5,-0.4,14.93,52.1,0.2,Vizionare_VideoLaptop_Abnormal,669.3
-32.79,-52.69,7.73,27,2,-1,14.96,51.95,0.1,Vizionare_VideoLaptop_Abnormal,669.32
-32.75,-52.73,7.73,65,3,-1.2,14.97,51.98,0.2,Vizionare_VideoLaptop_Abnormal,669.34
-32.79,-52.44,7.42,34,-3,0,15.04,51.93,0.1,Vizionare_VideoLaptop_Abnormal,669.36
-32.81,-52.64,7.35,15,-8,0,15,52.09,0.2,Vizionare_VideoLaptop_Abnormal,669.38
-32.82,-52.61,7.93,46,-7,1.2,14.98,52.23,0.1,Vizionare_VideoLaptop_Abnormal,669.4
-32.79,-52.61,7.84,36,-1,1.2,15.06,52.45,0.2,Vizionare_VideoLaptop_Abnormal,669.42
-32.75,-52.95,7.47,60,1,-0.6,15.03,52.6,0.2,Vizionare_VideoLaptop_Abnormal,669.44
-32.73,-52.81,7.5,22,7,0.4,15.03,52.49,0.1,Vizionare_VideoLaptop_Abnormal,669.46
-32.66,-52.95,7.62,2,-1,-0.4,15.1,52.4,0.2,Vizionare_VideoLaptop_Abnormal,669.48
-32.66,-52.81,7.61,44,9,-1.2,15.1,52.3,0.2,Vizionare_VideoLaptop_Abnormal,669.5
-32.63,-52.83,7.63,48,-3,0.4,15.08,52.27,0.2,Vizionare_VideoLaptop_Abnormal,669.52
-32.59,-53.01,7.37,34,7,-1.4,15.07,52.24,0.1,Vizionare_VideoLaptop_Abnormal,669.54
-32.62,-52.92,7.7,54,-10,1,15.1,52.21,0.1,Vizionare_VideoLaptop_Abnormal,669.56
-32.69,-52.73,7.79,2,2,2,15.07,52.16,0.1,Vizionare_VideoLaptop_Abnormal,669.58
-32.61,-52.85,7.51,26,2,-0.8,15.08,52.2,0.1,Vizionare_VideoLaptop_Abnormal,669.6
-32.62,-52.79,7.85,57,2,1.4,15.11,52.21,0.1,Vizionare_VideoLaptop_Abnormal,669.62
-32.68,-52.32,7.5,17,3,1,15.05,52.24,0.2,Vizionare_VideoLaptop_Abnormal,669.64
-32.66,-52.71,7.73,17,1,1.8,15.11,52.2,0.1,Vizionare_VideoLaptop_Abnormal,669.66
-32.72,-52.78,7.61,58,-3,-1.8,15.11,52.23,0.2,Vizionare_VideoLaptop_Abnormal,669.68
-32.8,-52.84,7.81,35,8,-0.4,15.03,52.41,0.1,Vizionare_VideoLaptop_Abnormal,669.7
-32.72,-52.79,8.21,31,-8,-1.6,15.07,52.62,0.1,Vizionare_VideoLaptop_Abnormal,669.72
-32.67,-52.97,7.46,22,14,-1.2,15.11,52.66,0.1,Vizionare_VideoLaptop_Abnormal,669.74
-32.71,-52.78,7.99,48,-6,0.4,15.08,52.47,0.1,Vizionare_VideoLaptop_Abnormal,669.76
-32.65,-52.86,7.48,28,1,1.6,15.05,52.37,0.1,Vizionare_VideoLaptop_Abnormal,669.78
-32.7,-52.83,7.78,39,-1,-0.4,15,52.2,0.1,Vizionare_VideoLaptop_Abnormal,669.8
-32.73,-52.65,7.97,5,-9,-2,15.01,52.11,0.1,Vizionare_VideoLaptop_Abnormal,669.82
-32.66,-52.72,7.67,9,10,-0.2,15.09,52.19,0.1,Vizionare_VideoLaptop_Abnormal,669.84
-32.66,-52.75,8.24,13,1,-1,15.04,52.15,0.2,Vizionare_VideoLaptop_Abnormal,669.86
-32.56,-52.91,7.52,7,14,-1,15.11,52.19,0.1,Vizionare_VideoLaptop_Abnormal,669.88
-32.61,-52.86,7.29,33,-9,0.2,15.14,52.21,0.1,Vizionare_VideoLaptop_Abnormal,669.9
-32.6,-52.86,7.15,19,7,0,15.14,52.38,0.2,Vizionare_VideoLaptop_Abnormal,669.92
-32.58,-52.95,7.2,22,14,0.8,15.17,52.66,0.2,Vizionare_VideoLaptop_Abnormal,669.94
-32.55,-52.85,8.01,33,-1,0.4,15.15,52.86,0.1,Vizionare_VideoLaptop_Abnormal,669.96
-32.49,-53,7.23,66,-9,-1.6,15.22,52.82,0.1,Vizionare_VideoLaptop_Abnormal,669.98
-32.43,-53.17,7.56,54,12,-0.6,15.24,52.87,0.1,Vizionare_VideoLaptop_Abnormal,670
-32.47,-52.85,6.85,55,8,-1.6,15.2,52.69,0.2,Vizionare_VideoLaptop_Abnormal,670.02
-32.52,-52.92,8.3,15,9,-1,15.31,52.62,0.1,Vizionare_VideoLaptop_Abnormal,670.04
-33.2,-52.9,8.36,16,9,-0.6,15.28,52.64,0.2,Vizionare_VideoLaptop_Abnormal,670.06
-33.74,-52.81,6.57,16,15,1,14.96,53.3,0.1,Vizionare_VideoLaptop_Abnormal,670.08
-34.09,-52.67,7.41,8,-5,-0.6,14.8,53.74,0.1,Vizionare_VideoLaptop_Abnormal,670.1
-34,-52.86,7.14,58,-4,2,14.86,54.37,0.1,Vizionare_VideoLaptop_Abnormal,670.12
-34,-52.67,6.98,47,0,-0.2,15.13,54.13,0.2,Vizionare_VideoLaptop_Abnormal,670.14
-33.8,-52.87,6.85,23,-9,0.4,15.68,53.34,0.2,Vizionare_VideoLaptop_Abnormal,670.16
-33.53,-52.42,7.21,70,4,1.8,16,53.28,0.2,Vizionare_VideoLaptop_Abnormal,670.18
-33.81,-52.1,8.18,68,15,-1.4,15.55,52.67,0.1,Vizionare_VideoLaptop_Abnormal,670.2
-33.76,-52.49,7.89,26,3,0.4,15.24,52.44,0.2,Vizionare_VideoLaptop_Abnormal,670.22
-33.66,-52.1,8.09,38,-2,-0.2,15.2,52.47,0.1,Vizionare_VideoLaptop_Abnormal,670.24
-33.41,-52.39,7.54,6,11,-1,15.35,52.46,0.2,Vizionare_VideoLaptop_Abnormal,670.26
-33.11,-52.63,7.77,15,-1,-1.6,15.48,52.85,0.2,Vizionare_VideoLaptop_Abnormal,670.28
-33.35,-52.15,7.57,68,-7,0.4,15,52.86,0.2,Vizionare_VideoLaptop_Abnormal,670.3
-33.35,-52.52,8.21,42,8,-1.4,15.05,52.7,0.2,Vizionare_VideoLaptop_Abnormal,670.32
-33.29,-52.32,8.52,36,10,1,15.22,52.62,0.1,Vizionare_VideoLaptop_Abnormal,670.34
-33.09,-52.69,7.97,63,-6,-2,15.14,52.46,0.1,Vizionare_VideoLaptop_Abnormal,670.36
-32.65,-52.62,7.69,48,11,-0.4,15.52,52.69,0.2,Vizionare_VideoLaptop_Abnormal,670.38
-32.55,-52.53,7.02,13,8,1.2,15.3,52.78,0.2,Vizionare_VideoLaptop_Abnormal,670.4
-32.51,-52.69,8.78,69,1,2,15.04,52.61,0.1,Vizionare_VideoLaptop_Abnormal,670.42
-32.54,-52.78,7.72,25,5,2,15.17,52.36,0.2,Vizionare_VideoLaptop_Abnormal,670.44
-32.77,-52.25,8.34,43,10,0,15.19,52.26,0.2,Vizionare_VideoLaptop_Abnormal,670.46
-32.8,-52.23,7.72,58,12,-1,15.09,52.39,0.2,Vizionare_VideoLaptop_Abnormal,670.48
-32.79,-52.65,7.2,49,14,-1.8,15.29,52.32,0.1,Vizionare_VideoLaptop_Abnormal,670.5
-32.9,-52.47,7.71,7,-8,-0.4,15.24,52.37,0.2,Vizionare_VideoLaptop_Abnormal,670.52
-32.82,-52.57,7.1,37,7,0.6,15.15,52.4,0.2,Vizionare_VideoLaptop_Abnormal,670.54
-32.72,-52.51,7.76,1,-6,1,15.38,52.6,0.1,Vizionare_VideoLaptop_Abnormal,670.56
-32.81,-52.49,7.64,21,1,1,15.26,52.59,0.2,Vizionare_VideoLaptop_Abnormal,670.58
-33.03,-52.51,7.82,59,4,1.4,14.99,52.32,0.2,Vizionare_VideoLaptop_Abnormal,670.6
-32.96,-52.97,8.58,28,11,-0.4,15.05,52.31,0.2,Vizionare_VideoLaptop_Abnormal,670.62
-33.07,-52.36,8.43,31,10,0.8,15.05,52.26,0.2,Vizionare_VideoLaptop_Abnormal,670.64
-32.96,-52.64,8.32,44,-10,-0.4,15.14,52.27,0.2,Vizionare_VideoLaptop_Abnormal,670.66
-32.88,-52.16,7.55,7,11,0.8,15.33,52.36,0.1,Vizionare_VideoLaptop_Abnormal,670.68
-32.88,-52.37,7.36,27,4,-2,15.22,52.42,0.2,Vizionare_VideoLaptop_Abnormal,670.7
-32.85,-52.65,6.18,30,13,-0.2,15.2,52.43,0.2,Vizionare_VideoLaptop_Abnormal,670.72
-33.02,-52.37,7.89,50,13,-1,15.28,52.28,0.1,Vizionare_VideoLaptop_Abnormal,670.74
-33.1,-52.25,7.71,55,-6,2,15.01,52.19,0.2,Vizionare_VideoLaptop_Abnormal,670.76
-33.06,-52.37,7.96,5,9,-1.6,15.15,52.11,0.1,Vizionare_VideoLaptop_Abnormal,670.78
-33.18,-52.52,7.63,60,-9,0.2,15.14,52.01,0.2,Vizionare_VideoLaptop_Abnormal,670.8
-33.12,-52.48,7.21,26,-8,-1.8,15.23,52.19,0.1,Vizionare_VideoLaptop_Abnormal,670.82
-32.91,-52.26,7.53,58,6,2,15.44,52.85,0.1,Vizionare_VideoLaptop_Abnormal,670.84
-33.03,-52.63,8.06,53,-9,1.6,15.23,52.82,0.2,Vizionare_VideoLaptop_Abnormal,670.86
-33.05,-52.59,8.4,32,-6,0.8,15.17,52.64,0.1,Vizionare_VideoLaptop_Abnormal,670.88
-32.98,-52.5,7.97,52,5,0,15.25,52.5,0.1,Vizionare_VideoLaptop_Abnormal,670.9
-32.97,-52.54,7.72,25,6,-1,15.18,52.37,0.1,Vizionare_VideoLaptop_Abnormal,670.92
-32.83,-52.61,7.37,41,10,0.2,15.32,52.35,0.2,Vizionare_VideoLaptop_Abnormal,670.94
-32.8,-52.57,7.4,64,-4,0.6,15.37,52.64,0.1,Vizionare_VideoLaptop_Abnormal,670.96
-32.72,-52.96,8.13,20,5,0.6,15.37,52.76,0.1,Vizionare_VideoLaptop_Abnormal,670.98
-32.88,-52.61,6.79,15,8,1.2,15,52.47,0.1,Vizionare_VideoLaptop_Abnormal,671
-32.93,-52.43,8.13,48,-6,0.6,14.96,52.34,0.1,Vizionare_VideoLaptop_Abnormal,671.02
-33.08,-52.45,7.93,55,2,-1,14.89,52.17,0.2,Vizionare_VideoLaptop_Abnormal,671.04
-32.94,-52.74,7.75,39,-7,2,15.09,52.45,0.1,Vizionare_VideoLaptop_Abnormal,671.06
-32.71,-52.7,7.6,30,-5,-0.4,15.39,52.99,0.2,Vizionare_VideoLaptop_Abnormal,671.08
-32.76,-52.63,6.97,45,10,1.2,15.27,53.25,0.2,Vizionare_VideoLaptop_Abnormal,671.1
-32.64,-53.17,7.51,15,3,-1,15.51,53.19,0.2,Vizionare_VideoLaptop_Abnormal,671.12
-33.05,-52.45,6.82,9,15,-1.2,15.16,52.61,0.1,Vizionare_VideoLaptop_Abnormal,671.14
-33.09,-52.51,7.55,14,-2,1.4,15.14,52.15,0.2,Vizionare_VideoLaptop_Abnormal,671.16
-33.03,-52.5,7.26,43,11,-0.6,15.23,52.2,0.2,Vizionare_VideoLaptop_Abnormal,671.18
-33.18,-52.32,7.98,36,-6,-1.8,15.09,52,0.2,Vizionare_VideoLaptop_Abnormal,671.2
-33.19,-52.22,7.46,6,0,1.6,15.2,51.84,0.1,Vizionare_VideoLaptop_Abnormal,671.22
-33.19,-52.3,8.1,38,9,0.8,15.04,51.86,0.1,Vizionare_VideoLaptop_Abnormal,671.24
-33.27,-52.76,8.04,5,-7,0.4,15.03,51.72,0.2,Vizionare_VideoLaptop_Abnormal,671.26
-33.25,-52.08,7.31,69,7,-1,15.21,51.71,0.2,Vizionare_VideoLaptop_Abnormal,671.28
-33.17,-52.33,7.91,58,-8,-0.2,15.1,52.29,0.2,Vizionare_VideoLaptop_Abnormal,671.3
-33.27,-52.67,6.89,52,15,0.6,15.11,52.34,0.1,Vizionare_VideoLaptop_Abnormal,671.32
-33.2,-52.48,7.99,24,-7,-2,15.17,52.54,0.2,Vizionare_VideoLaptop_Abnormal,671.34
-32.95,-52.34,7.66,65,-8,0.4,15.32,52.7,0.2,Vizionare_VideoLaptop_Abnormal,671.36
-32.85,-52.58,6.75,36,-2,-1.8,15.48,52.61,0.1,Vizionare_VideoLaptop_Abnormal,671.38
-32.88,-52.35,7.37,18,12,-0.4,15.48,52.5,0.1,Vizionare_VideoLaptop_Abnormal,671.4
-32.86,-52.59,7.73,2,8,0.8,15.45,52.42,0.2,Vizionare_VideoLaptop_Abnormal,671.42
-32.87,-52.47,8.74,45,8,1,15.49,52.35,0.2,Vizionare_VideoLaptop_Abnormal,671.44
-32.91,-52.22,7.45,1,12,1,15.43,52.29,0.2,Vizionare_VideoLaptop_Abnormal,671.46
-32.95,-52.34,7.63,58,-1,1.6,15.45,52.25,0.2,Vizionare_VideoLaptop_Abnormal,671.48
-32.93,-52.45,7.73,69,-1,-1.8,15.47,52.23,0.2,Vizionare_VideoLaptop_Abnormal,671.5
-32.95,-52.36,7.95,43,1,0.4,15.43,52.24,0.1,Vizionare_VideoLaptop_Abnormal,671.52
-33.43,-52.1,6.63,49,6,0.2,15.53,52.39,0.1,Vizionare_VideoLaptop_Abnormal,671.54
-34.35,-51.8,7.97,55,-4,0.4,15.63,52.38,0.2,Vizionare_VideoLaptop_Abnormal,671.56
-34.8,-51.91,8.06,55,-7,1,15.77,52.44,0.2,Vizionare_VideoLaptop_Abnormal,671.58
-34.88,-51.87,7.39,28,2,0.4,15.85,52.39,0.2,Vizionare_VideoLaptop_Abnormal,671.6
-34.81,-52,7.5,28,-9,1.2,15.83,52.23,0.1,Vizionare_VideoLaptop_Abnormal,671.62
-34.88,-51.54,7.74,60,11,-0.6,15.93,52.18,0.1,Vizionare_VideoLaptop_Abnormal,671.64
-35.02,-51.8,8.22,33,14,0.2,15.86,52.16,0.1,Vizionare_VideoLaptop_Abnormal,671.66
-35.3,-51.56,7.29,38,3,1.6,16.06,52.11,0.1,Vizionare_VideoLaptop_Abnormal,671.68
-35.44,-50.99,8.23,2,15,1.6,16.06,52.07,0.1,Vizionare_VideoLaptop_Abnormal,671.7
-35.48,-51.26,9,62,1,0.8,16.06,51.96,0.2,Vizionare_VideoLaptop_Abnormal,671.72
-35.48,-51.49,7.38,35,10,1.6,16.11,51.97,0.1,Vizionare_VideoLaptop_Abnormal,671.74
-35.6,-51.28,8.5,65,-9,-0.4,16.14,52.2,0.2,Vizionare_VideoLaptop_Abnormal,671.76
-35.62,-51.15,7.6,12,-5,1.6,16.22,52.29,0.2,Vizionare_VideoLaptop_Abnormal,671.78
-35.9,-50.85,8.55,19,-1,-0.2,16.16,52.13,0.1,Vizionare_VideoLaptop_Abnormal,671.8
-35.83,-51.77,7.51,36,-5,-1,16.13,52.13,0.1,Vizionare_VideoLaptop_Abnormal,671.82
-35.48,-51.41,7.95,68,13,2,16.1,52.37,0.1,Vizionare_VideoLaptop_Abnormal,671.84
-35.38,-51.63,7.25,17,2,-0.4,16.01,52.7,0.2,Vizionare_VideoLaptop_Abnormal,671.86
-33.86,-52.79,8.25,43,9,1.2,15.64,52.63,0.2,Vizionare_VideoLaptop_Abnormal,671.88
-32.62,-53.04,8.08,65,8,-1,15.71,52.91,0.1,Vizionare_VideoLaptop_Abnormal,671.9
-32.46,-52.81,6.93,23,4,2,15.79,53.18,0.1,Vizionare_VideoLaptop_Abnormal,671.92
-32.96,-52.63,7.24,55,9,1.6,15.69,53.04,0.1,Vizionare_VideoLaptop_Abnormal,671.94
-32.54,-53.3,6.6,23,-9,1,15.77,52.88,0.1,Vizionare_VideoLaptop_Abnormal,671.96
-31.82,-53.21,7.15,7,1,0.2,15.66,52.96,0.1,Vizionare_VideoLaptop_Abnormal,671.98
-31.32,-53.48,7.01,27,-4,0.4,15.66,53.23,0.1,Vizionare_VideoLaptop_Abnormal,672
-32.3,-52.44,7.43,47,9,-1.2,15.67,53.73,0.1,Vizionare_VideoLaptop_Abnormal,672.02
-33.24,-53.33,7.36,34,-9,0.2,15.48,53.17,0.1,Vizionare_VideoLaptop_Abnormal,672.04
-32.49,-53.21,6.86,41,-8,2,16.05,53.59,0.1,Vizionare_VideoLaptop_Abnormal,672.06
-32.28,-53.41,7.07,52,10,0,15.64,53.85,0.1,Vizionare_VideoLaptop_Abnormal,672.08
-32.06,-53.2,6.94,11,8,0.6,15.57,53.95,0.2,Vizionare_VideoLaptop_Abnormal,672.1
-32.01,-53.02,7.31,55,-3,0.2,15.7,53.64,0.2,Vizionare_VideoLaptop_Abnormal,672.12
-32.15,-53.02,6.87,20,15,1.8,15.57,53.5,0.2,Vizionare_VideoLaptop_Abnormal,672.14
-32.22,-53.31,7.32,8,15,-1.8,15.53,53.48,0.2,Vizionare_VideoLaptop_Abnormal,672.16
-32.27,-53.12,6.6,36,-1,1.8,15.58,53.48,0.2,Vizionare_VideoLaptop_Abnormal,672.18
-32.41,-52.97,6.87,26,11,-2,15.56,53.32,0.1,Vizionare_VideoLaptop_Abnormal,672.2
-32.41,-53.02,7.07,59,10,-1.2,15.72,53.17,0.1,Vizionare_VideoLaptop_Abnormal,672.22
-32.44,-52.85,7.35,48,-2,-0.4,15.64,53.03,0.1,Vizionare_VideoLaptop_Abnormal,672.24
-32.43,-53.07,7.74,42,2,1.2,15.69,53.29,0.1,Vizionare_VideoLaptop_Abnormal,672.26
-32.34,-53.24,6.57,33,-2,1.8,15.65,53.57,0.1,Vizionare_VideoLaptop_Abnormal,672.28
-32.24,-53.39,7.56,65,-8,-1.8,15.69,53.55,0.1,Vizionare_VideoLaptop_Abnormal,672.3
-32.33,-53.13,6.59,25,-2,-0.2,15.84,53.41,0.2,Vizionare_VideoLaptop_Abnormal,672.32
-32.38,-52.62,6.91,10,-10,-1.4,15.78,53.29,0.2,Vizionare_VideoLaptop_Abnormal,672.34
-32.33,-52.8,6.28,41,5,-1.8,15.74,53.41,0.1,Vizionare_VideoLaptop_Abnormal,672.36
-32.43,-52.94,7.09,30,14,-1,15.79,52.98,0.1,Vizionare_VideoLaptop_Abnormal,672.38
-32.18,-54.67,5.68,16,11,-1.6,16.64,50.78,0.2,Vizionare_VideoLaptop_Abnormal,672.4
-26.46,-62.88,4.85,8,13,-1.4,11.67,59.19,0.2,Vizionare_VideoLaptop_Abnormal,672.42
-20.92,-68.98,1.14,7,-2,1.2,7.87,66.67,0.1,Vizionare_VideoLaptop_Abnormal,672.44
-15.31,-74.1,-0.63,-69.51,-19.37,-42,0,-7,-8,Read_Book_Normal,672.46
-15.36,-74.02,0.28,-69.06,-19.13,-21,-4,1,-3,Read_Book_Normal,672.48
-15.4,-74.24,0.35,-69.97,-19.16,-2,2,15,1,Read_Book_Normal,672.5
-15.22,-74.2,0.32,-69.46,-19.16,2,-3,-3,7,Read_Book_Normal,672.52
-15.1,-74.41,0.07,-69.56,-19.16,-27,0,-1,-8,Read_Book_Normal,672.54
-15.16,-73.87,0.26,-69.98,-19.18,-49,-5,9,6,Read_Book_Normal,672.56
-15.3,-74.09,0.52,-69.68,-19.14,-10,0,5,-12,Read_Book_Normal,672.58
-15.19,-74.19,-0.55,-69.76,-19.2,-30,1,-1,1,Read_Book_Normal,672.6
-15.19,-74.09,-0.75,-69.66,-19.18,-37,4,14,7,Read_Book_Normal,672.62
-15.06,-74.96,-0.42,-69.93,-19.05,-4,2,-4,-17,Read_Book_Normal,672.64
-15.09,-73.87,-0.01,-69.91,-18.95,-45,3,-3,-1,Read_Book_Normal,672.66
-15.03,-74.43,-0.07,-70.02,-18.98,-47,0,-7,-5,Read_Book_Normal,672.68
-15.07,-74.12,-0.72,-69.63,-19.08,-43,1,-3,5,Read_Book_Normal,672.7
-15.18,-74.29,-0.63,-69.34,-19.21,-39,3,-3,-17,Read_Book_Normal,672.72
-15.2,-73.89,-0.45,-69.35,-19.26,-21,5,-5,-13,Read_Book_Normal,672.74
-15.31,-73.4,0.17,-68.52,-19.5,-35,1,6,-15,Read_Book_Normal,672.76
-15.66,-73.47,0.87,-69.55,-19.72,-8,5,-7,-9,Read_Book_Normal,672.78
-15.64,-72.84,0.88,-69.18,-19.77,-48,-3,-5,-5,Read_Book_Normal,672.8
-15.57,-73.49,0.37,-68.72,-19.91,-22,5,3,-16,Read_Book_Normal,672.82
-15.51,-73.37,-0.17,-68.72,-19.92,-6,1,-1,0,Read_Book_Normal,672.84
-15.51,-73.1,-0.26,-68.27,-20.03,-9,4,-4,3,Read_Book_Normal,672.86
-15.71,-72.69,0.24,-68.11,-20.31,-8,1,-3,3,Read_Book_Normal,672.88
-15.81,-74,0.39,-68.8,-20.54,-44,0,-5,2,Read_Book_Normal,672.9
-15.32,-74.88,-0.16,-69.86,-19.93,-26,-2,15,-19,Read_Book_Normal,672.92
-14.55,-76.42,-0.62,-69.93,-19.09,-37,4,-4,-13,Read_Book_Normal,672.94
-13.55,-77.82,-0.99,-70.74,-18.27,-15,1,-5,-2,Read_Book_Normal,672.96
-12.74,-77.9,-1.13,-70.73,-17.49,-1,3,14,-5,Read_Book_Normal,672.98
-12.19,-76.81,-1.44,-69.69,-17.05,-34,-4,11,1,Read_Book_Normal,673
-12.1,-77.09,-0.86,-69.12,-17.44,-1,-3,-5,-12,Read_Book_Normal,673.02
-12,-77.53,-1.21,-69.34,-17.39,-10,2,5,-9,Read_Book_Normal,673.04
-11.95,-77.19,-1.9,-70.36,-17.46,-25,4,10,-8,Read_Book_Normal,673.06
-12.22,-76.02,-2.55,-70.24,-17.41,1,-2,2,-5,Read_Book_Normal,673.08
-12.46,-76.17,-2.91,-69.65,-17.58,-49,-5,13,0,Read_Book_Normal,673.1
-12.66,-75.55,-2.4,-69.07,-18,-10,3,6,10,Read_Book_Normal,673.12
-12.81,-75.73,-1.84,-69.35,-18.33,-8,1,2,1,Read_Book_Normal,673.14
-12.88,-75.55,-0.87,-69.52,-18.48,-48,-1,14,-11,Read_Book_Normal,673.16
-13.09,-75.45,-0.32,-69.26,-18.57,1,3,-1,-15,Read_Book_Normal,673.18
-13.26,-75.7,-0.99,-69.47,-18.75,-38,-2,7,-3,Read_Book_Normal,673.2
-13.29,-75.54,-1.78,-69.41,-18.84,4,3,5,0,Read_Book_Normal,673.22
-13.34,-75.48,-2.16,-68.98,-18.92,3,0,5,4,Read_Book_Normal,673.24
-13.4,-75.81,-2.92,-69.3,-19,2,-1,2,5,Read_Book_Normal,673.26
-13.32,-75.7,-2.09,-69.77,-18.81,-35,0,13,6,Read_Book_Normal,673.28
-13.06,-76.09,-1.35,-69.29,-18.55,-30,1,13,2,Read_Book_Normal,673.3
-13.03,-76.3,-1.28,-68.31,-18.6,-43,2,-2,0,Read_Book_Normal,673.32
-13.34,-74.56,-1.43,-68.29,-18.75,-10,4,0,6,Read_Book_Normal,673.34
-13.81,-75.57,-1.45,-67.43,-19.15,-34,-2,-1,7,Read_Book_Normal,673.36
-13.68,-74.98,-1.24,-66.74,-19.59,-40,-2,-3,-3,Read_Book_Normal,673.38
-14.06,-75.25,-0.7,-68.45,-19.77,-4,4,6,-20,Read_Book_Normal,673.4
-13.85,-75.55,-0.19,-69.17,-19.54,-13,5,15,-12,Read_Book_Normal,673.42
-13.62,-76.37,-0.75,-68.02,-18.87,-19,5,-2,-11,Read_Book_Normal,673.44
-13.43,-76.64,-0.94,-69.2,-18.64,-50,-5,-5,0,Read_Book_Normal,673.46
-13.1,-76.88,-1.26,-69.45,-18.35,-3,0,5,-9,Read_Book_Normal,673.48
-12.93,-76.72,-1.09,-69.42,-18,-13,-4,13,3,Read_Book_Normal,673.5
